tig00000032_pilon	CP003351.1	99.681	313	1	0	30337	30649	1545484	1545796	2.61e-162	573
tig00000032_pilon	CP003351.1	96.605	324	9	2	30337	30659	723038	723360	3.42e-151	536
tig00000033_pilon	CP003352.1	96.037	5678	221	4	22632	28307	39665	33990	0.0	9236
tig00000033_pilon	CP003352.1	95.990	3591	131	10	6584	10166	4122	537	0.0	5821
tig00000033_pilon	CP003352.1	91.516	3253	242	27	3314	6544	9384	6144	0.0	4447
tig00000033_pilon	CP003352.1	93.205	2075	141	0	13537	15611	54187	52113	0.0	3051
tig00000033_pilon	CP003352.1	96.929	1791	45	5	19304	21086	43006	41218	0.0	2994
tig00000033_pilon	CP003352.1	92.294	1726	127	5	17317	19038	44726	43003	0.0	2446
tig00000033_pilon	CP003352.1	90.847	732	65	2	15603	16333	50457	49727	0.0	979
tig00000033_pilon	CP003352.1	96.552	348	12	0	13190	13537	54630	54283	1.43e-163	577
tig00000033_pilon	CP003352.1	86.436	376	47	4	26	399	12575	12202	5.51e-113	409
tig00000036_pilon	CP003352.1	94.595	3293	156	16	1	3283	26844	30124	0.0	5075
tig00000036_pilon	CP003352.1	91.863	2040	150	13	4093	6123	30973	33005	0.0	2833
tig00000036_pilon	CP003352.1	95.726	1404	54	6	8588	9986	33376	34778	0.0	2255
tig00000036_pilon	CP003352.1	93.651	315	18	2	3334	3647	30240	30553	8.77e-132	470
tig00000036_pilon	CP003352.1	92.523	321	17	7	6492	6806	33058	33377	8.84e-127	453
tig00000036_pilon	CP003352.1	97.674	43	1	0	6120	6162	33020	33062	8.04e-13	75.0
tig00000036_pilon	CP003351.1	99.723	1804	3	2	6802	8604	1294681	1292879	0.0	3302
tig00000036_pilon	CP003351.1	99.778	1800	2	2	6801	8599	1535702	1533904	0.0	3301
tig00000036_pilon	CP003351.1	99.723	1803	2	3	6797	8597	2196422	2194621	0.0	3299
tig00000036_pilon	CP003351.1	99.723	1802	1	4	6798	8597	2727292	2725493	0.0	3297
tig00000036_pilon	CP003351.1	99.557	1805	1	6	6802	8604	1919890	1918091	0.0	3282
tig00000037_pilon	CP003351.1	99.164	9329	70	7	1037	10360	297229	287904	0.0	16789
tig00000037_pilon	CP003351.1	99.239	1051	8	0	10353	11403	297229	296179	0.0	1897
tig00000037_pilon	CP003351.1	98.955	1053	1	7	1	1044	288955	287904	0.0	1875
tig00000037_pilon	CP003351.1	100.000	59	0	0	4503	4561	293721	293663	2.52e-23	110
tig00000037_pilon	CP003351.1	100.000	59	0	0	4547	4605	293765	293707	2.52e-23	110
tig00000037_pilon	CP003351.1	100.000	37	0	0	4503	4539	293699	293663	4.27e-11	69.4
tig00000037_pilon	CP003351.1	100.000	37	0	0	4569	4605	293765	293729	4.27e-11	69.4
tig00000037_pilon	CP003351.1	100.000	30	0	0	7426	7455	290811	290840	3.33e-07	56.5
tig00000038_pilon	CP003352.1	98.276	4408	75	1	9254	13660	56520	52113	0.0	7718
tig00000038_pilon	CP003352.1	97.150	2912	64	19	1	2899	55018	52113	0.0	4900
tig00000038_pilon	CP003352.1	97.116	1283	37	0	7971	9253	1283	1	0.0	2165
tig00000038_pilon	CP003352.1	93.860	1254	75	2	5909	7161	44726	43474	0.0	1888
tig00000038_pilon	CP003352.1	99.547	662	2	1	5215	5875	47281	46620	0.0	1205
tig00000038_pilon	CP003352.1	98.777	654	2	6	15970	16617	47281	46628	0.0	1158
tig00000038_pilon	CP003352.1	88.677	733	78	5	13652	14381	50457	49727	0.0	889
tig00000038_pilon	CP003352.1	88.404	733	79	6	2891	3619	50457	49727	0.0	878
tig00000038_pilon	CP003352.1	85.870	92	11	2	8702	8792	498	408	2.86e-19	97.1
tig00000038_pilon	CP003352.1	85.714	84	8	4	8756	8837	552	471	6.19e-16	86.1
tig00000040_pilon	CP003351.1	95.417	1702	71	5	6775	8473	2179476	2181173	0.0	2704
tig00000040_pilon	CP003351.1	93.376	1706	80	9	6782	8481	2779743	2781421	0.0	2494
tig00000040_pilon	CP003351.1	90.345	290	28	0	8824	9113	2781761	2782050	1.11e-104	381
tig00000040_pilon	CP003351.1	74.706	170	36	6	7008	7172	2179918	2180085	9.86e-11	69.4
tig00000051_pilon	CP003351.1	100.000	221	0	0	1447	1667	2784756	2784536	7.96e-114	409
tig00000581_pilon	CP003351.1	99.492	5517	0	9	4609	10098	2276438	2270923	0.0	10008
tig00000581_pilon	CP003351.1	97.254	4698	26	66	1	4606	2281164	2276478	0.0	7866
tig00000581_pilon	CP003351.1	100.000	42	0	0	629	670	2280485	2280526	6.28e-14	78.7
tig00000582_pilon	CP003351.1	99.958	164135	58	11	2464401	2628530	688195	852323	0.0	3.027e+05
tig00000582_pilon	CP003351.1	99.973	123826	27	6	1382988	1506811	2433606	2557426	0.0	2.285e+05
tig00000582_pilon	CP003351.1	99.981	122564	11	5	897084	1019637	1019535	1142096	0.0	2.262e+05
tig00000582_pilon	CP003351.1	99.988	120374	13	2	509978	630349	1784653	1664280	0.0	2.222e+05
tig00000582_pilon	CP003351.1	99.985	116097	9	4	2642458	2758553	2399657	2283568	0.0	2.143e+05
tig00000582_pilon	CP003351.1	99.982	110248	8	4	1019629	1129867	1143608	1253852	0.0	2.035e+05
tig00000582_pilon	CP003351.1	99.956	103759	30	11	2212527	2316278	428657	532406	0.0	1.913e+05
tig00000582_pilon	CP003351.1	99.962	93157	18	4	802415	895569	926401	1019542	0.0	1.718e+05
tig00000582_pilon	CP003351.1	99.988	76135	6	1	90778	166912	2174282	2098151	0.0	1.405e+05
tig00000582_pilon	CP003351.1	99.979	66129	12	2	1767133	1833261	2869233	2935359	0.0	1.220e+05
tig00000582_pilon	CP003351.1	99.994	63194	1	2	2401220	2464410	623492	686685	0.0	1.167e+05
tig00000582_pilon	CP003351.1	99.977	61748	11	2	1506714	1568460	2557427	2619172	0.0	1.139e+05
tig00000582_pilon	CP003351.1	99.704	59730	142	22	2316518	2376220	532407	592128	0.0	1.093e+05
tig00000582_pilon	CP003351.1	99.993	54057	4	0	28332	82388	2250469	2196413	0.0	99803
tig00000582_pilon	CP003351.1	99.981	51821	9	1	1628547	1680367	2673684	2725503	0.0	95639
tig00000582_pilon	CP003351.1	99.981	48304	7	2	679146	727448	1559881	1511579	0.0	89149
tig00000582_pilon	CP003351.1	99.989	47288	3	2	630347	677633	1607158	1559872	0.0	87295
tig00000582_pilon	CP003351.1	99.808	44187	76	8	286845	331029	1966848	1922669	0.0	81118
tig00000582_pilon	CP003351.1	99.991	43882	4	0	1250773	1294654	1355585	1399466	0.0	81013
tig00000582_pilon	CP003351.1	99.998	43413	1	0	169843	213255	2098161	2054749	0.0	80164
tig00000582_pilon	CP003351.1	99.906	42757	25	4	380636	423391	1872885	1830143	0.0	78721
tig00000582_pilon	CP003351.1	99.855	40766	58	1	1892181	1932945	74485	115250	0.0	74952
tig00000582_pilon	CP003351.1	99.339	40980	255	13	2021845	2062817	196354	237324	0.0	74160
tig00000582_pilon	CP003351.1	99.990	39025	3	1	1131378	1170402	1253872	1292895	0.0	72042
tig00000582_pilon	CP003351.1	99.964	33062	4	8	331024	364083	1920987	1887932	0.0	60981
tig00000582_pilon	CP003351.1	99.966	32113	11	0	770310	802422	892785	924897	0.0	59241
tig00000582_pilon	CP003351.1	98.920	32134	344	1	227853	259986	2043293	2011163	0.0	57415
tig00000582_pilon	CP003351.1	99.979	28430	4	2	1	28429	2278898	2250470	0.0	52466
tig00000582_pilon	CP003351.1	99.811	28028	46	7	2600506	2628530	1494484	1466461	0.0	51458
tig00000582_pilon	CP003351.1	99.770	26127	46	12	1568013	1594132	2618166	2644285	0.0	47903
tig00000582_pilon	CP003351.1	99.946	24095	8	5	1191695	1215788	1299555	1323645	0.0	44418
tig00000582_pilon	CP003351.1	99.396	23834	140	3	1980740	2004569	155075	178908	0.0	43212
tig00000582_pilon	CP003351.1	99.982	22609	3	1	1869583	1892191	21729	44336	0.0	41728
tig00000582_pilon	CP003351.1	99.405	22866	134	2	2068588	2091452	247063	269927	0.0	41471
tig00000582_pilon	CP003351.1	99.891	22018	12	5	1606713	1628724	2651886	2673897	0.0	40516
tig00000582_pilon	CP003351.1	99.499	21174	101	5	2380055	2401227	600811	621980	0.0	38509
tig00000582_pilon	CP003351.1	99.497	21070	106	0	1318989	1340058	1431080	1452149	0.0	38322
tig00000582_pilon	CP003351.1	99.755	20805	42	9	2183692	2204492	401751	422550	0.0	38128
tig00000582_pilon	CP003351.1	99.942	20514	11	1	1723044	1743557	2792368	2812880	0.0	37814
tig00000582_pilon	CP003351.1	99.980	20193	2	2	1680366	1700556	2727284	2747476	0.0	37266
tig00000582_pilon	CP003351.1	99.960	19936	5	3	1833164	1853097	2935360	2955294	0.0	36767
tig00000582_pilon	CP003351.1	99.355	19391	120	5	1951832	1971219	124751	144139	0.0	35111
tig00000582_pilon	CP003351.1	99.836	18877	29	2	1748274	1767150	2816559	2835433	0.0	34686
tig00000582_pilon	CP003351.1	99.994	16295	0	1	1215907	1232201	1323765	1340058	0.0	30084
tig00000582_pilon	CP003351.1	99.509	16103	62	6	2005681	2021769	180301	196400	0.0	29283
tig00000582_pilon	CP003351.1	99.974	15589	4	0	727441	743029	1510064	1494476	0.0	28766
tig00000582_pilon	CP003351.1	99.987	15545	1	1	1233715	1249259	1340050	1355593	0.0	28694
tig00000582_pilon	CP003351.1	99.981	15468	2	1	436534	452001	1821222	1805756	0.0	28546
tig00000582_pilon	CP003351.1	98.844	15141	172	3	2167494	2182631	386617	401757	0.0	26988
tig00000582_pilon	CP003351.1	99.950	13909	2	3	1700549	1714457	2748943	2762846	0.0	25641
tig00000582_pilon	CP003351.1	99.817	13147	20	2	757254	770400	879852	892994	0.0	24142
tig00000582_pilon	CP003351.1	99.938	12981	4	2	453516	466496	1805763	1792787	0.0	23924
tig00000582_pilon	CP003351.1	99.960	12624	1	4	2760335	2772956	2283569	2270948	0.0	23281
tig00000582_pilon	CP003351.1	98.086	13114	207	32	2154723	2167820	373735	386820	0.0	22786
tig00000582_pilon	CP003351.1	99.934	12130	7	1	744898	757026	864956	877085	0.0	22354
tig00000582_pilon	CP003351.1	99.853	11550	17	0	366794	378343	1887933	1876384	0.0	21235
tig00000582_pilon	CP003351.1	99.922	11466	7	2	214770	226234	2054756	2043292	0.0	21123
tig00000582_pilon	CP003351.1	99.981	10670	2	0	1853098	1863767	1	10670	0.0	19693
tig00000582_pilon	CP003351.1	98.125	10292	183	10	2615580	2625866	2421239	2410953	0.0	17928
tig00000582_pilon	CP003351.1	99.721	9308	25	1	1940906	1950213	115446	124752	0.0	17043
tig00000582_pilon	CP003351.1	97.795	9070	169	24	82387	91440	2194631	2185577	0.0	15612
tig00000582_pilon	CP003351.1	99.987	7690	1	0	427505	435194	1828904	1821215	0.0	14196
tig00000582_pilon	CP003351.1	99.866	6716	6	3	503281	509994	1792860	1786146	0.0	12349
tig00000582_pilon	CP003351.1	99.933	5927	4	0	1714407	1720333	2786443	2792369	0.0	10924
tig00000582_pilon	CP003351.1	97.036	6343	151	29	1340051	1346378	1453653	1459973	0.0	10637
tig00000582_pilon	CP003351.1	100.000	5743	0	0	1863760	1869502	13016	18758	0.0	10606
tig00000582_pilon	CP003351.1	99.633	5453	14	6	1829747	1835195	476766	471316	0.0	9954
tig00000582_pilon	CP003351.1	99.524	5465	20	6	26386	31846	471304	476766	0.0	9943
tig00000582_pilon	CP003351.1	99.506	5466	21	6	1503253	1508713	476810	471346	0.0	9939
tig00000582_pilon	CP003351.1	93.998	6498	384	4	1724232	1730728	1887658	1881166	0.0	9834
tig00000582_pilon	CP003351.1	93.998	6498	384	5	367069	373561	2793556	2800052	0.0	9834
tig00000582_pilon	CP003351.1	99.962	5329	0	2	1186376	1191702	1292888	1298216	0.0	9828
tig00000582_pilon	CP003351.1	96.753	5821	152	29	1340573	1346378	864609	858811	0.0	9668
tig00000582_pilon	CP003351.1	96.603	5593	154	28	2636571	2642148	858811	864382	0.0	9243
tig00000582_pilon	CP003351.1	96.603	5593	154	28	2636571	2642148	1459973	1454402	0.0	9243
tig00000582_pilon	CP003351.1	94.486	5803	318	2	1296999	1302799	1399328	1405130	0.0	8942
tig00000582_pilon	CP003351.1	99.823	4516	7	1	2207902	2212417	424153	428667	0.0	8294
tig00000582_pilon	CP003351.1	99.467	4315	23	0	2091448	2095762	270020	274334	0.0	7841
tig00000582_pilon	CP003351.1	99.537	4102	7	3	1598702	1602791	2931139	2935240	0.0	7459
tig00000582_pilon	CP003351.1	96.395	4466	141	3	282175	286640	1978443	1973998	0.0	7337
tig00000582_pilon	CP003351.1	96.440	4382	155	1	259979	264360	2005430	2001050	0.0	7227
tig00000582_pilon	CP003351.1	99.325	3702	17	4	1212094	1215788	2645787	2649487	0.0	6691
tig00000582_pilon	CP003351.1	88.444	5547	627	11	358545	364083	2786829	2792369	0.0	6680
tig00000582_pilon	CP003351.1	88.408	5547	629	11	1714793	1720333	1893470	1887932	0.0	6669
tig00000582_pilon	CP003351.1	98.587	3750	50	3	2630042	2633789	852313	856061	0.0	6628
tig00000582_pilon	CP003351.1	98.587	3750	50	3	2630042	2633789	1466471	1462723	0.0	6628
tig00000582_pilon	CP003351.1	99.806	3600	3	4	28332	31930	1323764	1320168	0.0	6606
tig00000582_pilon	CP003351.1	99.916	3559	3	0	2257125	2260683	2557426	2553868	0.0	6556
tig00000582_pilon	CP003351.1	99.473	3607	19	0	1743454	1747060	2812729	2816335	0.0	6556
tig00000582_pilon	CP003351.1	99.501	3606	10	4	28332	31930	2649606	2646002	0.0	6553
tig00000582_pilon	CP003351.1	98.160	3749	68	1	2630042	2633789	2408409	2404661	0.0	6540
tig00000582_pilon	CP003351.1	99.915	3524	3	0	1829738	1833261	2246946	2250469	0.0	6492
tig00000582_pilon	CP003351.1	99.915	3524	3	0	28332	31855	2935359	2931836	0.0	6492
tig00000582_pilon	CP003351.1	99.972	3517	1	0	1829745	1833261	2646090	2649606	0.0	6490
tig00000582_pilon	CP003351.1	99.972	3515	1	0	1503297	1506811	2246955	2250469	0.0	6486
tig00000582_pilon	CP003351.1	99.972	3515	1	0	1829747	1833261	2553912	2557426	0.0	6486
tig00000582_pilon	CP003351.1	99.972	3515	1	0	28332	31846	2557426	2553912	0.0	6486
tig00000582_pilon	CP003351.1	99.972	3515	1	0	1503297	1506811	2646092	2649606	0.0	6486
tig00000582_pilon	CP003351.1	99.972	3515	1	0	1503297	1506811	2931845	2935359	0.0	6486
tig00000582_pilon	CP003351.1	99.943	3515	2	0	2257125	2260639	2250469	2246955	0.0	6481
tig00000582_pilon	CP003351.1	99.943	3515	2	0	2257125	2260639	2649606	2646092	0.0	6481
tig00000582_pilon	CP003351.1	99.943	3515	2	0	2257125	2260639	2935359	2931845	0.0	6481
tig00000582_pilon	CP003351.1	99.745	3525	5	4	1829738	1833261	1320243	1323764	0.0	6457
tig00000582_pilon	CP003351.1	99.801	3516	3	4	1503297	1506811	1320252	1323764	0.0	6451
tig00000582_pilon	CP003351.1	99.772	3516	4	4	2257125	2260639	1323764	1320252	0.0	6445
tig00000582_pilon	CP003351.1	99.799	3480	7	0	1212309	1215788	2246871	2250350	0.0	6388
tig00000582_pilon	CP003351.1	99.765	3405	8	0	1599387	1602791	2246946	2250350	0.0	6244
tig00000582_pilon	CP003351.1	99.823	3398	6	0	1599394	1602791	2646090	2649487	0.0	6242
tig00000582_pilon	CP003351.1	99.823	3396	6	0	1599396	1602791	2553912	2557307	0.0	6239
tig00000582_pilon	CP003351.1	99.736	3405	9	0	1212384	1215788	2931836	2935240	0.0	6239
tig00000582_pilon	CP003351.1	99.794	3396	7	0	1212393	1215788	2553912	2557307	0.0	6233
tig00000582_pilon	CP003351.1	94.622	4016	209	6	471681	475692	830960	834972	0.0	6213
tig00000582_pilon	CP003351.1	94.622	4016	209	7	471681	475692	1487824	1483812	0.0	6213
tig00000582_pilon	CP003351.1	99.589	3406	10	4	1599387	1602791	1320243	1323645	0.0	6209
tig00000582_pilon	CP003351.1	99.618	3399	10	3	1599396	1602791	476766	473368	0.0	6202
tig00000582_pilon	CP003351.1	99.588	3399	11	3	1212393	1215788	476766	473368	0.0	6196
tig00000582_pilon	CP003351.1	99.005	3418	32	2	2151249	2154664	362917	366334	0.0	6122
tig00000582_pilon	CP003351.1	99.105	3352	28	2	2140028	2143378	306913	310263	0.0	6023
tig00000582_pilon	CP003351.1	99.439	3028	17	0	2064496	2067523	237320	240347	0.0	5498
tig00000582_pilon	CP003351.1	99.830	2944	5	0	166903	169846	18789	21732	0.0	5409
tig00000582_pilon	CP003351.1	99.545	2859	13	0	1976815	1979673	146422	149280	0.0	5208
tig00000582_pilon	CP003351.1	99.152	2594	19	1	2146789	2149382	360205	362795	0.0	4665
tig00000582_pilon	CP003351.1	99.832	2381	4	0	1370657	1373037	838849	836469	0.0	4375
tig00000582_pilon	CP003351.1	99.832	2381	4	0	1370657	1373037	1479935	1482315	0.0	4375
tig00000582_pilon	CP003351.1	99.831	2360	3	1	1294653	1297011	1845793	1848152	0.0	4335
tig00000582_pilon	CP003351.1	100.000	2346	0	0	1294654	1296999	2008772	2011117	0.0	4333
tig00000582_pilon	CP003351.1	99.915	2352	0	2	1294655	1297006	13015	10666	0.0	4331
tig00000582_pilon	CP003351.1	99.830	2351	2	2	405388	407737	1984358	1982009	0.0	4318
tig00000582_pilon	CP003351.1	99.872	2346	3	0	405393	407738	2011117	2008772	0.0	4316
tig00000582_pilon	CP003351.1	99.872	2345	3	0	405393	407737	10671	13015	0.0	4314
tig00000582_pilon	CP003351.1	99.744	2348	4	2	1294655	1297001	1982009	1984355	0.0	4301
tig00000582_pilon	CP003351.1	99.869	2289	1	2	1602910	1605198	2649607	2651893	0.0	4209
tig00000582_pilon	CP003351.1	96.538	2455	83	1	2376550	2379004	597354	599806	0.0	4061
tig00000582_pilon	CP003351.1	99.607	2038	7	1	1602910	1604947	2250470	2252506	0.0	3718
tig00000582_pilon	CP003351.1	99.509	2038	7	3	26393	28429	2651642	2649607	0.0	3705
tig00000582_pilon	CP003351.1	98.562	2086	24	6	1602910	1604994	2935360	2937440	0.0	3681
tig00000582_pilon	CP003351.1	98.745	2072	22	4	1602894	1604963	473362	471293	0.0	3679
tig00000582_pilon	CP003351.1	98.561	2085	24	6	1833164	1835244	2649607	2651689	0.0	3679
tig00000582_pilon	CP003351.1	99.360	2032	10	3	1833164	1835194	2250470	2252499	0.0	3677
tig00000582_pilon	CP003351.1	99.360	2032	10	3	26400	28429	2937390	2935360	0.0	3677
tig00000582_pilon	CP003351.1	99.311	2033	11	3	2255192	2257222	2937391	2935360	0.0	3674
tig00000582_pilon	CP003351.1	98.973	2045	18	3	2255180	2257222	2252513	2250470	0.0	3657
tig00000582_pilon	CP003351.1	99.650	2001	6	1	1602910	1604910	2557427	2559426	0.0	3655
tig00000582_pilon	CP003351.1	98.926	2048	15	7	26384	28429	2559469	2557427	0.0	3653
tig00000582_pilon	CP003351.1	96.630	2196	74	0	473601	475796	2427501	2425306	0.0	3646
tig00000582_pilon	CP003351.1	99.550	2001	8	1	1506714	1508713	2250470	2252470	0.0	3644
tig00000582_pilon	CP003351.1	99.500	2001	7	3	1506714	1508713	2649607	2651605	0.0	3637
tig00000582_pilon	CP003351.1	98.635	2052	24	4	2255172	2257222	2651655	2649607	0.0	3631
tig00000582_pilon	CP003351.1	99.301	2002	11	3	1833164	1835164	2557427	2559426	0.0	3616
tig00000582_pilon	CP003351.1	99.251	2002	12	3	1506714	1508713	2935360	2937360	0.0	3611
tig00000582_pilon	CP003351.1	90.643	2704	251	2	376464	379166	2800125	2802827	0.0	3591
tig00000582_pilon	CP003351.1	99.001	2002	17	3	2255222	2257222	2559426	2557427	0.0	3583
tig00000582_pilon	CP003351.1	96.352	2138	75	3	500754	502890	1927778	1925643	0.0	3513
tig00000582_pilon	CP003351.1	96.231	2096	71	6	2609088	2611179	2427501	2425410	0.0	3426
tig00000582_pilon	CP003351.1	99.889	1803	1	1	332118	333920	1294685	1292884	0.0	3317
tig00000582_pilon	CP003351.1	99.944	1798	1	0	2758548	2760345	1535702	1533905	0.0	3315
tig00000582_pilon	CP003351.1	100.000	1794	0	0	2758549	2760342	1294681	1292888	0.0	3314
tig00000582_pilon	CP003351.1	99.778	1805	2	2	1186367	1188171	2194617	2196419	0.0	3310
tig00000582_pilon	CP003351.1	99.944	1794	1	0	703326	705119	1294681	1292888	0.0	3308
tig00000582_pilon	CP003351.1	99.944	1794	1	0	1186376	1188169	1533908	1535701	0.0	3308
tig00000582_pilon	CP003351.1	99.889	1798	0	2	1186375	1188171	2725494	2727290	0.0	3308
tig00000582_pilon	CP003351.1	99.723	1806	2	3	332120	333925	2196419	2194617	0.0	3304
tig00000582_pilon	CP003351.1	99.944	1792	1	0	2758549	2760340	2196417	2194626	0.0	3304
tig00000582_pilon	CP003351.1	99.889	1795	1	1	332122	333916	1535701	1533908	0.0	3302
tig00000582_pilon	CP003351.1	99.889	1795	0	2	2758549	2760342	2727288	2725495	0.0	3302
tig00000582_pilon	CP003351.1	99.833	1798	0	3	1186376	1188173	1918100	1919894	0.0	3301
tig00000582_pilon	CP003351.1	99.833	1798	0	3	332120	333916	2727290	2725495	0.0	3301
tig00000582_pilon	CP003351.1	99.888	1792	2	0	703326	705117	2196417	2194626	0.0	3299
tig00000582_pilon	CP003351.1	99.833	1795	1	2	703326	705119	2727288	2725495	0.0	3297
tig00000582_pilon	CP003351.1	99.833	1794	0	3	2758549	2760342	1919890	1918100	0.0	3293
tig00000582_pilon	CP003351.1	99.777	1794	1	3	703326	705119	1919890	1918100	0.0	3288
tig00000582_pilon	CP003351.1	99.887	1772	0	2	1215891	1217661	473362	471592	0.0	3260
tig00000582_pilon	CP003351.1	99.943	1754	1	0	1602910	1604663	1323765	1325518	0.0	3234
tig00000582_pilon	CP003351.1	99.943	1754	1	0	26676	28429	1325518	1323765	0.0	3234
tig00000582_pilon	CP003351.1	99.943	1755	0	1	1215907	1217661	2250470	2252223	0.0	3234
tig00000582_pilon	CP003351.1	99.943	1755	0	1	1215907	1217661	2649607	2651360	0.0	3234
tig00000582_pilon	CP003351.1	99.886	1756	0	2	1215907	1217661	2935360	2937114	0.0	3230
tig00000582_pilon	CP003351.1	99.886	1755	1	1	1833164	1834918	1323765	1325518	0.0	3229
tig00000582_pilon	CP003351.1	99.886	1755	1	1	1215907	1217661	2557427	2559180	0.0	3229
tig00000582_pilon	CP003351.1	99.829	1754	3	0	1506714	1508467	1323765	1325518	0.0	3223
tig00000582_pilon	CP003351.1	99.772	1755	3	1	2255468	2257222	1325518	1323765	0.0	3217
tig00000582_pilon	CP003351.1	99.138	1740	14	1	1974050	1975788	144691	146430	0.0	3129
tig00000582_pilon	CP003351.1	94.859	1984	74	26	2206171	2208142	422546	424513	0.0	3073
tig00000582_pilon	CP003351.1	90.226	2343	229	0	1732692	1735034	1873692	1871350	0.0	3059
tig00000582_pilon	CP003351.1	99.817	1638	3	0	226219	227856	2876867	2878504	0.0	3009
tig00000582_pilon	CP003351.1	100.000	1628	0	0	1950209	1951836	2878505	2876878	0.0	3007
tig00000582_pilon	CP003351.1	97.652	1746	41	0	1747028	1748773	2815565	2817310	0.0	2998
tig00000582_pilon	CP003351.1	90.917	2202	186	12	499281	501474	857663	859858	0.0	2946
tig00000582_pilon	CP003351.1	90.917	2202	186	12	499281	501474	1461121	1458926	0.0	2946
tig00000582_pilon	CP003351.1	99.937	1589	0	1	1595647	1597234	2644278	2645866	0.0	2928
tig00000582_pilon	CP003351.1	99.935	1544	1	0	1304046	1305589	1805110	1803567	0.0	2846
tig00000582_pilon	CP003351.1	99.935	1540	1	0	506064	507603	606356	604817	0.0	2839
tig00000582_pilon	CP003351.1	99.805	1540	3	0	2384061	2385600	1788539	1790078	0.0	2828
tig00000582_pilon	CP003351.1	99.805	1538	3	0	454172	455709	604818	606355	0.0	2824
tig00000582_pilon	CP003351.1	99.805	1538	3	0	1304049	1305586	604818	606355	0.0	2824
tig00000582_pilon	CP003351.1	99.740	1538	4	0	1304048	1305585	2772416	2770879	0.0	2819
tig00000582_pilon	CP003351.1	99.740	1538	4	0	454171	455708	2772416	2770879	0.0	2819
tig00000582_pilon	CP003351.1	99.547	1546	7	0	454168	455713	1788536	1790081	0.0	2817
tig00000582_pilon	CP003351.1	99.547	1546	7	0	506061	507606	1803566	1805111	0.0	2817
tig00000582_pilon	CP003351.1	99.611	1541	6	0	1304046	1305586	1788537	1790077	0.0	2813
tig00000582_pilon	CP003351.1	99.675	1538	5	0	2384062	2385599	1805107	1803570	0.0	2813
tig00000582_pilon	CP003351.1	99.869	1528	2	0	1594126	1595653	1915525	1917052	0.0	2811
tig00000582_pilon	CP003351.1	99.739	1533	2	2	423381	424912	1511590	1510059	0.0	2808
tig00000582_pilon	CP003351.1	99.804	1530	0	3	2628521	2630050	621973	623499	0.0	2806
tig00000582_pilon	CP003351.1	99.293	1556	3	8	1249243	1250796	1143622	1142073	0.0	2806
tig00000582_pilon	CP003351.1	99.739	1532	2	2	311712	313242	1917054	1915524	0.0	2806
tig00000582_pilon	CP003351.1	99.610	1537	6	0	2384062	2385598	2772415	2770879	0.0	2806
tig00000582_pilon	CP003351.1	99.610	1537	6	0	506066	507602	2770879	2772415	0.0	2806
tig00000582_pilon	CP003351.1	99.739	1532	1	3	1249249	1250780	688206	686678	0.0	2804
tig00000582_pilon	CP003351.1	99.739	1531	2	2	677623	679153	1917053	1915525	0.0	2804
tig00000582_pilon	CP003351.1	99.804	1528	1	2	213248	214774	1917052	1915526	0.0	2804
tig00000582_pilon	CP003351.1	99.545	1539	5	2	1129864	1131401	1510065	1511602	0.0	2802
